image_id,crop_type,disease,severity,leaf_color_r,leaf_color_g,leaf_color_b,texture_contrast,texture_homogeneity,lesion_area_pct,image_width,image_height,brightness
1512,tomato,healthy,moderate,80.909,186.829,86.985,0.153,0.925,0.4,256,224,118.241
9873,potato,early_blight,moderate,152.001,126.783,61.65,0.414,0.641,16.8,256,512,113.478
15944,wheat,rust,mild,218.276,137.776,67.148,0.591,0.528,14.43,256,224,141.067
13221,corn,gray_leaf_spot,mild,149.912,151.152,116.421,0.428,0.688,19.93,512,512,139.162
10934,corn,rust,mild,200.229,157.07,95.266,0.562,0.598,18.33,512,256,150.855
24734,grape,healthy,moderate,105.621,160.618,80.986,0.273,0.744,0.93,512,224,115.742
18949,wheat,septoria,moderate,164.877,162.462,115.525,0.545,0.585,23.97,512,224,147.621
20946,grape,downy_mildew,moderate,136.469,138.395,128.8,0.555,0.598,30.71,512,256,134.555
23686,grape,downy_mildew,moderate,143.047,137.829,104.298,0.441,0.653,39.11,256,512,128.391
6663,potato,healthy,severe,101.594,168.048,82.257,0.242,0.844,0.16,224,512,117.3
11695,corn,powdery_mildew,mild,202.445,196.173,216.916,0.282,0.725,31.3,224,512,205.178
20849,grape,powdery_mildew,mild,205.801,201.998,204.5,0.36,0.75,24.87,224,224,204.1
8969,potato,healthy,mild,97.516,166.31,72.327,0.145,0.896,0.28,512,256,112.051
19250,wheat,rust,moderate,197.767,167.37,63.577,0.612,0.517,36.97,224,224,142.905
15666,wheat,healthy,mild,107.874,164.468,89.381,0.183,0.823,0.78,224,256,120.574
23390,grape,healthy,moderate,81.368,165.318,96.155,0.109,0.894,1.81,256,512,114.28
114,tomato,healthy,mild,106.294,143.479,89.639,0.294,0.724,0.53,256,256,113.137
23509,grape,powdery_mildew,moderate,222.431,215.929,209.665,0.209,0.827,48.99,256,256,216.008
3711,tomato,late_blight,moderate,139.578,109.542,71.432,0.796,0.339,48.09,512,224,106.851
13555,corn,gray_leaf_spot,moderate,155.231,132.395,104.878,0.523,0.545,37.98,224,512,130.835
8660,potato,early_blight,moderate,167.525,134.974,89.256,0.63,0.503,16.98,256,256,130.585
11020,corn,rust,severe,203.858,147.188,92.096,0.58,0.536,68.69,224,512,147.714
20823,grape,downy_mildew,moderate,157.985,133.464,119.451,0.551,0.522,28.2,256,256,136.967
9373,potato,early_blight,severe,172.986,137.492,66.924,0.594,0.546,35.01,512,256,125.801
15360,wheat,powdery_mildew,moderate,227.021,208.444,199.611,0.384,0.703,56.45,224,512,211.692
19327,wheat,septoria,mild,174.106,177.862,137.332,0.727,0.425,17.75,256,256,163.1
2239,tomato,leaf_mold,moderate,112.653,119.517,105.889,0.588,0.517,21.16,512,512,112.686
977,tomato,mosaic_virus,moderate,150.513,151.384,102.356,0.487,0.602,16.34,512,256,134.751
24889,grape,black_rot,moderate,58.956,82.271,60.932,0.65,0.459,49.41,512,512,67.386
24320,grape,powdery_mildew,mild,216.211,232.399,209.855,0.3,0.761,15.88,512,256,219.488
14950,corn,healthy,mild,110.727,187.802,61.004,0.141,0.853,0.9,512,256,119.844
889,tomato,late_blight,mild,107.207,114.132,98.873,0.774,0.355,26.99,224,512,106.737
4812,tomato,late_blight,severe,107.263,91.016,65.293,0.632,0.544,64.77,512,512,87.857
23250,grape,black_rot,moderate,74.693,50.994,52.528,0.696,0.403,77.09,256,224,59.405
4314,tomato,late_blight,moderate,138.567,91.025,77.769,0.631,0.492,40.22,512,512,102.454
334,tomato,leaf_mold,moderate,131.241,100.717,70.165,0.52,0.557,36.92,256,224,100.708
4787,tomato,late_blight,mild,106.138,97.896,82.292,0.716,0.474,14.29,256,256,95.442
9593,potato,late_blight,moderate,143.28,88.164,99.891,0.555,0.521,41.57,224,512,110.445
3266,tomato,late_blight,mild,140.495,119.526,62.07,0.687,0.485,20.67,224,224,107.364
631,tomato,mosaic_virus,moderate,145.668,170.716,90.051,0.355,0.733,13.21,224,512,135.478
23688,grape,black_rot,severe,50.954,85.489,53.474,0.875,0.321,88.28,512,224,63.306
20527,grape,downy_mildew,severe,145.736,114.878,114.886,0.583,0.496,66.11,224,512,125.167
1991,tomato,mosaic_virus,mild,158.131,166.617,110.823,0.318,0.748,9.86,256,224,145.19
11422,corn,healthy,moderate,112.573,186.515,91.455,0.277,0.771,1.38,224,224,130.181
18237,wheat,septoria,severe,176.987,177.085,116.322,0.565,0.524,32.38,256,224,156.798
16989,wheat,healthy,moderate,108.476,155.849,92.013,0.29,0.753,0.67,224,512,118.779
23890,grape,healthy,mild,92.077,179.488,94.151,0.128,0.873,0.21,512,224,121.905
9477,potato,early_blight,mild,184.172,142.394,68.583,0.581,0.503,12.83,512,512,131.716
4732,tomato,healthy,moderate,84.227,171.609,81.247,0.21,0.841,1.42,512,512,112.361
10947,corn,rust,severe,215.817,137.276,90.01,0.796,0.351,71.79,224,512,147.701
24627,grape,healthy,mild,85.575,188.541,94.094,0.147,0.893,0.64,512,512,122.737
22593,grape,powdery_mildew,severe,234.806,225.786,216.862,0.236,0.781,98.17,512,256,225.818
1838,tomato,late_blight,moderate,128.228,104.459,62.386,0.619,0.525,30.74,256,256,98.358
8458,potato,late_blight,moderate,117.17,89.818,60.627,0.68,0.466,25.75,512,224,89.205
12051,corn,rust,mild,211.411,134.562,73.62,0.768,0.354,18.49,224,256,139.864
14668,corn,powdery_mildew,mild,236.33,195.932,219.947,0.245,0.827,18.52,256,512,217.403
13660,corn,gray_leaf_spot,mild,150.496,147.764,118.778,0.529,0.618,13.08,512,224,139.013
16786,wheat,healthy,severe,94.985,170.184,61.755,0.213,0.814,2.21,256,512,108.975
6335,potato,healthy,mild,101.922,179.767,62.745,0.267,0.808,0.64,224,224,114.811
19277,wheat,rust,moderate,198.064,141.237,90.024,0.669,0.438,33.98,256,224,143.108
7464,potato,early_blight,moderate,184.405,154.532,60.897,0.552,0.523,22.41,224,256,133.278
17883,wheat,healthy,severe,100.499,152.935,96.264,0.143,0.915,2.61,224,512,116.566
6890,potato,healthy,moderate,86.72,184.132,97.091,0.267,0.815,0.61,256,512,122.648
17595,wheat,septoria,moderate,178.874,160.07,138.425,0.709,0.453,20.94,512,256,159.123
4143,tomato,mosaic_virus,moderate,145.224,183.825,95.777,0.273,0.808,12.19,256,224,141.609
12493,corn,rust,mild,194.11,134.103,68.102,0.768,0.373,17.84,256,224,132.105
4916,tomato,early_blight,mild,197.5,146.652,69.358,0.581,0.524,7.97,512,256,137.837
4219,tomato,early_blight,mild,171.785,139.816,80.921,0.459,0.643,10.41,512,224,130.841
19927,wheat,healthy,mild,99.563,140.352,89.351,0.237,0.781,0.06,512,512,109.755
22670,grape,black_rot,mild,71.135,87.465,65.874,0.856,0.336,27.16,256,256,74.825
23850,grape,healthy,mild,83.228,171.587,61.19,0.259,0.82,0.22,224,224,105.335
4579,tomato,mosaic_virus,moderate,130.224,155.881,96.273,0.31,0.785,10.95,512,512,127.459
1315,tomato,early_blight,mild,154.421,134.692,82.829,0.563,0.537,14.02,512,512,123.981
14570,corn,healthy,severe,118.918,143.296,85.516,0.265,0.797,0.37,224,256,115.91
13541,corn,rust,moderate,222.73,164.581,68.306,0.796,0.384,15.48,512,512,151.872
3545,tomato,leaf_mold,severe,131.198,113.182,107.337,0.526,0.577,51.78,512,256,117.239
3117,tomato,early_blight,moderate,156.443,128.178,53.832,0.521,0.625,24.88,512,512,112.818
7084,potato,healthy,mild,113.599,166.311,63.301,0.244,0.787,0.51,256,512,114.404
19162,wheat,septoria,moderate,195.794,176.553,100.024,0.522,0.551,35.87,224,256,157.457
10957,corn,powdery_mildew,mild,212.433,202.67,229.832,0.287,0.735,17.04,512,512,214.978
21330,grape,healthy,mild,115.9,146.326,96.373,0.188,0.84,0.19,512,224,119.533
16784,wheat,septoria,mild,193.247,160.247,120.634,0.752,0.393,18.27,224,256,158.043
17905,wheat,powdery_mildew,moderate,233.531,199.064,225.55,0.328,0.775,59.19,256,256,219.382
23899,grape,healthy,severe,91.455,167.685,95.401,0.194,0.881,2.82,512,256,118.18
13479,corn,rust,severe,194.239,155.674,91.833,0.545,0.545,37.24,224,224,147.249
9784,potato,healthy,severe,118.767,179.587,77.921,0.212,0.861,1.73,512,256,125.425
19414,wheat,rust,moderate,206.117,155.851,79.495,0.627,0.494,20.93,224,512,147.154
5617,potato,early_blight,severe,172.977,135.139,69.039,0.41,0.691,34.76,512,224,125.718
14018,corn,powdery_mildew,moderate,203.645,196.656,205.48,0.377,0.659,48.07,224,256,201.927
9364,potato,early_blight,severe,170.226,139.407,81.75,0.585,0.544,23.55,512,512,130.461
18402,wheat,rust,mild,192.024,166.274,90.358,0.526,0.579,23.03,256,512,149.552
3089,tomato,early_blight,mild,156.196,126.195,81.032,0.446,0.608,9.83,256,224,121.141
2652,tomato,leaf_mold,moderate,122.247,106.317,91.548,0.373,0.731,34.04,256,512,106.704
21668,grape,healthy,severe,94.455,181.469,93.312,0.245,0.838,1.94,224,224,123.079
20971,grape,downy_mildew,mild,129.86,142.646,128.919,0.457,0.586,21.84,256,512,133.808
12723,corn,rust,moderate,206.14,155.686,98.309,0.557,0.551,26.57,224,224,153.378
277,tomato,healthy,mild,89.259,182.275,76.522,0.279,0.773,0.75,512,224,116.019
16513,wheat,rust,mild,225.286,140.813,68.089,0.56,0.512,21.52,224,256,144.729
7046,potato,healthy,mild,87.815,164.435,90.511,0.124,0.899,0.1,256,224,114.254
10610,corn,healthy,severe,89.337,169.921,98.406,0.181,0.873,1.54,512,512,119.221
19878,wheat,powdery_mildew,mild,228.312,202.12,218.879,0.389,0.709,27.95,256,224,216.437
20042,grape,downy_mildew,moderate,125.88,114.632,98.859,0.48,0.591,49.21,224,224,113.124
16656,wheat,healthy,moderate,99.377,146.293,86.945,0.148,0.899,0.01,256,224,110.872
2846,tomato,healthy,moderate,108.59,166.299,72.406,0.207,0.873,1.99,512,256,115.765
7478,potato,early_blight,mild,177.889,124.466,77.77,0.533,0.612,11.0,256,224,126.708
5498,potato,healthy,mild,100.415,179.041,82.948,0.12,0.9,0.92,512,512,120.801
10396,corn,gray_leaf_spot,mild,177.604,152.697,124.555,0.5,0.563,12.87,256,512,151.619
23792,grape,powdery_mildew,moderate,235.226,225.022,215.511,0.307,0.804,31.76,512,256,225.253
19761,wheat,healthy,moderate,106.252,141.103,64.969,0.122,0.943,1.32,512,224,104.108
8785,potato,healthy,moderate,105.647,181.343,90.407,0.131,0.849,1.05,224,512,125.799
15542,wheat,septoria,mild,187.934,173.15,100.562,0.505,0.587,13.15,512,256,153.882
8659,potato,early_blight,mild,150.968,155.167,71.822,0.598,0.533,14.38,512,224,125.986
7089,potato,early_blight,mild,182.367,141.323,85.275,0.687,0.407,11.54,256,224,136.322
21468,grape,downy_mildew,mild,130.3,148.862,107.519,0.687,0.475,20.84,256,224,128.894
17497,wheat,powdery_mildew,severe,237.701,216.219,215.956,0.21,0.881,51.46,512,256,223.292
10143,corn,powdery_mildew,severe,228.273,227.598,226.923,0.294,0.769,92.07,224,224,227.598
22690,grape,healthy,severe,82.828,166.867,90.243,0.283,0.789,0.5,256,512,113.313
9316,potato,healthy,mild,119.81,175.034,62.445,0.18,0.873,0.64,512,512,119.096
19104,wheat,healthy,mild,92.085,170.523,72.999,0.165,0.828,0.39,224,256,111.869
18929,wheat,powdery_mildew,moderate,236.148,234.382,224.506,0.368,0.731,58.01,224,256,231.679
22807,grape,black_rot,moderate,62.007,76.203,68.42,0.689,0.47,69.31,512,224,68.877
15197,wheat,rust,severe,222.771,154.726,94.395,0.732,0.378,39.63,256,224,157.297
13834,corn,healthy,mild,99.737,184.275,82.287,0.268,0.791,0.74,512,224,122.1
20207,grape,powdery_mildew,mild,225.493,222.332,214.108,0.23,0.777,16.03,512,256,220.644
2876,tomato,late_blight,mild,125.117,94.676,62.746,0.564,0.576,23.41,512,224,94.18
6665,potato,early_blight,moderate,165.166,141.445,72.842,0.439,0.632,20.14,256,512,126.484
18123,wheat,rust,mild,224.787,143.16,77.649,0.588,0.491,23.16,224,256,148.532
8994,potato,healthy,mild,102.638,176.677,72.193,0.132,0.867,0.02,224,224,117.169
4111,tomato,late_blight,moderate,126.786,107.246,92.187,0.774,0.35,35.21,512,512,108.74
2187,tomato,healthy,moderate,94.11,143.24,79.765,0.112,0.919,0.74,512,512,105.705
22218,grape,healthy,moderate,111.302,182.389,62.889,0.272,0.808,1.51,256,512,118.86
14519,corn,healthy,severe,108.635,183.502,97.986,0.138,0.931,2.9,256,256,130.041
2344,tomato,early_blight,moderate,178.215,138.876,85.44,0.653,0.491,25.31,224,512,134.177
9397,potato,late_blight,mild,142.23,105.224,95.522,0.634,0.524,20.42,256,224,114.325
13169,corn,rust,moderate,224.241,149.147,63.926,0.597,0.53,44.62,512,224,145.771
1606,tomato,late_blight,mild,120.537,113.641,86.43,0.698,0.455,24.06,256,224,106.869
10822,corn,rust,severe,227.87,153.547,78.318,0.611,0.517,24.47,224,256,153.245
6984,potato,early_blight,moderate,198.247,128.666,81.186,0.634,0.495,17.59,224,256,136.033
19394,wheat,healthy,severe,112.043,187.966,97.083,0.154,0.874,0.82,256,224,132.364
21846,grape,powdery_mildew,mild,223.619,210.514,216.752,0.395,0.719,34.01,256,512,216.962
16469,wheat,healthy,mild,84.368,164.952,83.818,0.187,0.812,0.81,512,256,111.046
7692,potato,healthy,moderate,84.964,148.283,85.295,0.222,0.844,1.67,512,512,106.181
6774,potato,early_blight,moderate,175.488,125.942,80.222,0.639,0.441,27.61,512,256,127.217
14407,corn,healthy,severe,82.313,150.117,80.905,0.279,0.768,0.8,512,512,104.445
22005,grape,healthy,severe,105.056,164.694,78.82,0.182,0.832,0.68,256,512,116.19
15860,wheat,healthy,moderate,104.632,181.178,81.019,0.129,0.93,1.36,256,512,122.276
11194,corn,gray_leaf_spot,severe,170.795,139.95,113.114,0.621,0.459,37.39,256,256,141.286
1763,tomato,late_blight,moderate,148.183,99.72,91.75,0.689,0.491,51.67,512,256,113.218
12491,corn,powdery_mildew,moderate,214.089,203.531,215.047,0.399,0.641,65.22,512,256,210.889
1566,tomato,healthy,mild,89.885,140.978,73.305,0.273,0.789,0.95,256,512,101.389
8089,potato,early_blight,mild,183.359,121.81,67.652,0.54,0.524,10.65,256,256,124.274
16665,wheat,septoria,moderate,194.602,148.073,136.542,0.612,0.498,25.85,256,224,159.739
16291,wheat,powdery_mildew,severe,202.781,233.878,208.168,0.287,0.736,45.99,512,224,214.942
1276,tomato,healthy,moderate,82.586,143.139,73.769,0.247,0.814,1.64,224,512,99.831
22176,grape,downy_mildew,moderate,121.373,132.535,118.511,0.692,0.444,51.64,256,512,124.14
22126,grape,black_rot,moderate,68.125,64.42,59.988,0.865,0.3,74.74,256,512,64.178
19541,wheat,healthy,moderate,89.167,153.884,70.114,0.153,0.858,0.94,256,224,104.388
12391,corn,gray_leaf_spot,moderate,179.923,141.363,137.945,0.615,0.53,36.41,512,512,153.077
21626,grape,powdery_mildew,mild,238.856,217.274,220.408,0.364,0.734,25.89,224,224,225.513
4043,tomato,early_blight,mild,172.439,121.28,51.196,0.57,0.583,13.88,224,512,114.972
17458,wheat,powdery_mildew,moderate,218.015,216.311,219.864,0.363,0.728,52.45,256,256,218.063
24162,grape,downy_mildew,moderate,121.591,110.484,91.927,0.532,0.607,51.88,224,256,108.001
15399,wheat,septoria,mild,166.992,158.693,105.374,0.603,0.537,16.32,256,256,143.686
23645,grape,black_rot,moderate,59.652,54.126,60.051,0.823,0.375,79.84,512,512,57.943
5378,potato,late_blight,mild,115.76,92.83,87.85,0.679,0.457,15.82,256,512,98.813
18671,wheat,powdery_mildew,mild,222.988,234.138,193.459,0.386,0.702,26.25,512,512,216.862
5636,potato,early_blight,mild,196.925,152.536,79.534,0.585,0.51,12.18,256,512,142.998
14259,corn,healthy,mild,88.305,146.908,80.508,0.111,0.876,0.15,256,512,105.24
2293,tomato,healthy,mild,89.864,183.655,84.014,0.166,0.851,0.46,512,224,119.178
19701,wheat,septoria,mild,160.878,167.309,111.52,0.702,0.484,17.0,256,256,146.569
12956,corn,healthy,mild,113.909,166.042,76.216,0.294,0.795,0.89,224,224,118.722
5714,potato,early_blight,mild,185.49,130.248,76.375,0.666,0.515,9.73,512,512,130.704
10140,corn,rust,severe,218.297,152.347,91.499,0.537,0.553,57.55,512,512,154.048
9707,potato,early_blight,severe,164.988,121.099,69.04,0.562,0.597,35.19,512,256,118.376
18853,wheat,rust,mild,195.383,151.098,73.568,0.548,0.608,15.07,256,512,140.016
24687,grape,healthy,severe,117.978,180.835,94.333,0.148,0.904,0.61,256,256,131.049
3506,tomato,mosaic_virus,mild,151.023,199.659,105.96,0.218,0.817,8.99,512,224,152.214
17357,wheat,healthy,moderate,99.721,166.432,84.899,0.179,0.906,0.55,224,512,117.017
19797,wheat,powdery_mildew,moderate,210.989,200.294,207.109,0.25,0.776,42.12,512,512,206.131
4847,tomato,early_blight,mild,173.702,127.512,67.018,0.692,0.423,12.24,224,224,122.744
23649,grape,black_rot,moderate,89.861,56.55,73.545,0.867,0.319,68.59,224,256,73.319
19805,wheat,powdery_mildew,moderate,214.983,208.129,216.528,0.278,0.811,51.45,512,512,213.213
22150,grape,black_rot,severe,77.568,77.502,50.827,0.614,0.525,70.33,256,512,68.632
6428,potato,healthy,moderate,113.59,175.59,98.992,0.188,0.802,1.1,256,224,129.391
11131,corn,healthy,mild,103.387,166.198,77.695,0.292,0.758,0.14,256,512,115.76
12431,corn,gray_leaf_spot,mild,145.908,149.097,136.886,0.529,0.597,12.49,224,224,143.964
18400,wheat,rust,moderate,228.88,145.602,66.313,0.776,0.341,32.66,224,512,146.932
10928,corn,gray_leaf_spot,severe,175.782,157.739,100.47,0.646,0.458,52.74,512,512,144.664
4589,tomato,leaf_mold,mild,149.657,122.854,71.766,0.464,0.628,11.27,512,256,114.759
8274,potato,healthy,mild,97.786,176.84,82.317,0.207,0.826,0.54,512,256,118.981
18460,wheat,septoria,moderate,169.329,163.779,124.392,0.511,0.563,27.32,512,512,152.5
17840,wheat,rust,moderate,197.52,157.997,90.104,0.583,0.567,37.3,224,512,148.54
22128,grape,healthy,moderate,94.964,163.046,87.594,0.199,0.826,1.12,512,512,115.201
15516,wheat,healthy,mild,81.413,166.512,60.384,0.112,0.892,0.89,256,256,102.77
8760,potato,late_blight,mild,123.198,86.018,69.562,0.658,0.444,22.69,256,512,92.926
22714,grape,downy_mildew,moderate,144.708,145.032,101.899,0.498,0.564,37.58,512,224,130.546
14457,corn,gray_leaf_spot,severe,163.961,160.95,138.871,0.54,0.614,54.08,224,224,154.594
24012,grape,black_rot,moderate,58.026,66.914,54.758,0.611,0.49,72.65,512,512,59.899
23401,grape,downy_mildew,moderate,155.73,128.602,112.63,0.624,0.542,25.46,224,512,132.321
6712,potato,late_blight,moderate,111.375,105.113,68.162,0.714,0.417,30.12,256,512,94.883
23592,grape,black_rot,moderate,72.216,86.841,71.777,0.779,0.376,57.74,224,256,76.945
23868,grape,downy_mildew,moderate,155.765,113.434,110.816,0.687,0.465,41.51,224,256,126.672
7027,potato,early_blight,mild,197.967,138.593,51.364,0.439,0.698,9.83,256,512,129.308
9586,potato,late_blight,moderate,133.439,107.837,81.351,0.575,0.502,44.77,512,224,107.542
17908,wheat,rust,moderate,208.205,132.825,75.909,0.618,0.495,18.23,512,224,138.98
22900,grape,powdery_mildew,mild,232.514,224.557,204.551,0.383,0.735,19.42,512,256,220.541
12701,corn,rust,mild,217.292,133.523,76.51,0.786,0.368,16.55,224,224,142.442
1151,tomato,leaf_mold,mild,120.514,137.373,103.378,0.411,0.652,16.58,512,256,120.422
21823,grape,healthy,mild,85.644,149.069,70.234,0.251,0.835,0.9,512,224,101.649
10788,corn,healthy,mild,88.751,189.467,67.372,0.23,0.767,0.45,256,224,115.197
15839,wheat,rust,mild,194.435,152.418,66.795,0.788,0.416,12.65,256,224,137.883
21877,grape,healthy,moderate,100.826,177.413,73.652,0.239,0.797,1.94,512,512,117.297
24118,grape,healthy,mild,105.079,188.312,72.432,0.173,0.902,0.3,224,224,121.941
24991,grape,powdery_mildew,severe,209.586,202.941,227.914,0.383,0.709,76.31,256,256,213.48
16130,wheat,healthy,moderate,92.969,183.485,90.639,0.237,0.803,1.46,256,256,122.364
10611,corn,rust,mild,211.149,163.265,94.381,0.703,0.392,10.61,512,512,156.265
10992,corn,powdery_mildew,moderate,225.801,229.638,228.979,0.345,0.761,38.88,224,256,228.139
8171,potato,healthy,moderate,112.793,142.388,76.062,0.248,0.765,1.92,256,512,110.414
10149,corn,healthy,mild,108.657,167.114,90.299,0.146,0.853,0.27,512,256,122.023
5102,potato,healthy,mild,88.25,185.288,69.889,0.186,0.872,0.54,256,512,114.476
1931,tomato,mosaic_virus,mild,172.319,156.531,97.487,0.213,0.82,8.03,512,224,142.112
12616,corn,rust,mild,212.195,141.328,60.251,0.598,0.567,8.18,256,512,137.925
4117,tomato,late_blight,moderate,110.331,83.203,65.116,0.591,0.494,41.48,256,512,86.217
12521,corn,healthy,mild,94.054,167.663,83.572,0.119,0.923,0.36,256,256,115.096
362,tomato,late_blight,moderate,134.716,92.895,64.616,0.606,0.513,44.97,512,512,97.409
4550,tomato,early_blight,mild,184.413,121.79,81.322,0.428,0.652,14.03,256,224,129.175
2968,tomato,early_blight,moderate,194.067,137.041,57.451,0.435,0.636,29.7,224,512,129.52
14617,corn,gray_leaf_spot,severe,153.716,132.735,106.685,0.676,0.463,53.68,224,256,131.045
16598,wheat,septoria,mild,190.305,148.577,139.649,0.665,0.482,20.07,256,224,159.51
7088,potato,healthy,moderate,115.91,153.667,97.461,0.18,0.808,1.89,256,256,122.346
9204,potato,healthy,moderate,92.232,153.153,92.639,0.254,0.796,1.78,224,256,112.675
15992,wheat,septoria,mild,171.955,165.103,100.604,0.506,0.61,16.89,256,512,145.887
11959,corn,rust,moderate,198.915,155.525,85.545,0.523,0.597,48.49,224,256,146.662
20792,grape,healthy,moderate,115.844,156.061,97.971,0.113,0.931,1.38,224,224,123.292
16186,wheat,powdery_mildew,moderate,204.435,196.719,210.033,0.312,0.776,30.19,224,224,203.729
15189,wheat,septoria,mild,172.854,143.216,124.464,0.753,0.368,18.14,224,224,146.845
23260,grape,downy_mildew,mild,122.545,144.395,93.733,0.562,0.561,15.74,224,224,120.224
22950,grape,healthy,mild,106.943,185.439,69.016,0.28,0.771,0.4,512,512,120.466
4735,tomato,healthy,mild,100.797,175.64,87.347,0.164,0.831,0.41,256,512,121.261
9617,potato,healthy,moderate,104.578,178.426,79.89,0.129,0.86,1.05,512,512,120.965
21233,grape,downy_mildew,mild,135.244,132.037,115.331,0.484,0.659,23.2,256,256,127.537
18117,wheat,septoria,mild,170.095,173.9,123.211,0.548,0.589,20.38,512,256,155.735
12500,corn,healthy,mild,106.766,188.794,86.156,0.223,0.796,0.67,256,512,127.239
18569,wheat,rust,severe,195.807,166.892,82.875,0.618,0.532,60.64,256,224,148.525
17434,wheat,septoria,mild,166.678,160.802,123.638,0.653,0.446,22.4,224,256,150.373
5830,potato,late_blight,mild,142.248,119.536,84.153,0.515,0.565,24.07,256,224,115.312
1592,tomato,healthy,moderate,101.775,165.843,92.493,0.234,0.808,0.3,224,512,120.037
3593,tomato,leaf_mold,mild,143.603,124.044,108.698,0.375,0.695,17.39,256,512,125.448
8373,potato,late_blight,mild,134.871,105.655,95.69,0.698,0.402,12.51,224,512,112.072
23276,grape,downy_mildew,mild,157.099,113.645,92.881,0.525,0.574,25.77,224,256,121.208
1649,tomato,late_blight,severe,144.887,94.145,60.505,0.663,0.5,41.03,256,224,99.846
485,tomato,late_blight,moderate,103.307,117.084,99.425,0.76,0.391,36.37,256,224,106.605
15009,wheat,powdery_mildew,mild,221.302,233.048,227.658,0.232,0.842,29.27,512,224,227.336
16240,wheat,septoria,moderate,161.68,145.055,129.556,0.72,0.384,33.05,512,256,145.43
20497,grape,downy_mildew,severe,133.333,140.04,103.971,0.636,0.451,49.42,224,512,125.781
22985,grape,healthy,moderate,112.489,160.865,71.25,0.218,0.835,0.05,256,512,114.868
19769,wheat,healthy,mild,99.164,154.281,93.859,0.196,0.839,0.2,256,256,115.768
3542,tomato,leaf_mold,severe,123.308,102.289,103.195,0.581,0.536,41.08,224,256,109.597
4401,tomato,mosaic_virus,moderate,178.757,180.286,113.068,0.235,0.772,17.72,256,256,157.37
3791,tomato,late_blight,moderate,116.088,108.155,92.213,0.518,0.612,51.74,512,256,105.485
17977,wheat,healthy,severe,116.47,164.456,70.268,0.123,0.871,1.85,256,512,117.065
5884,potato,healthy,mild,99.183,158.154,62.277,0.145,0.88,0.75,224,256,106.538
11501,corn,rust,severe,191.442,157.43,97.472,0.634,0.543,74.19,512,512,148.781
6044,potato,early_blight,mild,156.699,142.934,86.759,0.584,0.557,14.9,224,512,128.797
23184,grape,powdery_mildew,mild,239.295,213.377,195.457,0.299,0.808,28.24,512,512,216.043
4157,tomato,late_blight,severe,140.01,88.815,90.372,0.584,0.581,61.38,224,256,106.399
465,tomato,early_blight,moderate,181.61,122.165,70.975,0.496,0.61,16.54,512,224,124.917
22168,grape,black_rot,moderate,76.949,85.577,76.019,0.816,0.339,61.94,256,256,79.515
9751,potato,late_blight,moderate,132.722,90.954,88.879,0.522,0.621,32.87,224,224,104.185
11705,corn,healthy,mild,93.948,157.638,63.389,0.242,0.759,0.88,512,224,104.992
2003,tomato,early_blight,mild,198.965,130.646,77.144,0.481,0.648,5.61,512,224,135.585
3807,tomato,early_blight,mild,194.555,135.384,86.608,0.532,0.588,6.29,256,224,138.849
7987,potato,healthy,mild,104.933,158.056,81.012,0.188,0.846,0.52,512,256,114.667
2912,tomato,healthy,mild,103.198,179.158,87.885,0.164,0.837,0.31,224,256,123.414
9608,potato,healthy,moderate,99.513,159.486,69.41,0.127,0.869,1.96,224,256,109.47
24195,grape,healthy,severe,97.445,141.883,77.463,0.116,0.918,2.24,224,512,105.597
7469,potato,healthy,moderate,81.148,148.635,68.397,0.146,0.855,1.82,512,256,99.393
17911,wheat,healthy,moderate,100.573,174.07,88.666,0.108,0.948,1.67,224,512,121.103
1509,tomato,mosaic_virus,moderate,161.349,152.515,94.734,0.391,0.664,18.44,256,256,136.199
2051,tomato,early_blight,mild,172.781,158.247,70.902,0.483,0.609,8.96,256,224,133.977
6417,potato,late_blight,moderate,120.137,85.86,96.564,0.694,0.444,55.73,512,512,100.854
19001,wheat,powdery_mildew,mild,236.585,233.28,194.005,0.241,0.791,15.37,512,256,221.29
4170,tomato,leaf_mold,mild,111.179,127.282,73.178,0.462,0.631,17.02,512,256,103.88
17133,wheat,septoria,moderate,174.429,179.045,111.84,0.7,0.428,21.75,256,256,155.105
17783,wheat,rust,mild,219.388,161.423,89.34,0.797,0.324,19.61,512,256,156.717
11266,corn,powdery_mildew,moderate,236.918,202.944,202.513,0.354,0.763,35.89,512,512,214.125
8872,potato,early_blight,moderate,164.764,151.287,74.157,0.607,0.469,19.88,256,224,130.069
12549,corn,powdery_mildew,mild,222.474,203.59,211.67,0.289,0.747,22.52,256,512,212.578
5006,potato,healthy,moderate,112.519,164.863,65.528,0.296,0.759,0.63,256,256,114.303
16729,wheat,septoria,mild,172.864,162.519,122.248,0.724,0.451,15.58,224,224,152.544
21864,grape,downy_mildew,severe,140.302,136.47,93.787,0.629,0.531,45.17,224,256,123.52
1078,tomato,early_blight,moderate,182.084,135.932,89.83,0.611,0.489,11.14,512,224,135.949
14149,corn,healthy,severe,91.941,178.903,72.74,0.118,0.941,1.33,256,224,114.528
19680,wheat,healthy,severe,81.276,148.336,79.282,0.187,0.868,1.75,256,512,102.965
20160,grape,healthy,moderate,84.659,176.469,62.925,0.167,0.861,1.57,224,512,108.018
1168,tomato,healthy,severe,97.586,181.708,75.005,0.189,0.873,2.22,256,224,118.1
